Chris	Snelling	9548 Ogwen St #84	 	Baguley Ward	Greater Manchester	M23 9GB	01740 739731	Chris.Snelling@academic.ac.uk	10002638	Studying	Construction	Design, Surveying and Planning	Civil engineering	2020	May 2020	June 2020	None	None
Dijay	Soni	57 St Georges Hill	 	Crawcrook and Greenside Ward	Tyne and Wear	NE40 4LJ	01550 206220	Dijay.Soni@academic.ac.uk	10007938	Studying	Construction	Design, Surveying and Planning	Building services design	2020	May 2020	June 2020	None	None
Trevor	Southall	385 Upper Hampton St #39	 	Southey Ward	South Yorkshire	S5 8LL	01496 781616	Trevor.Southall@academic.ac.uk	10002929	Studying	Construction	Design, Surveying and Planning	Hazardous materials analysis and surveying.	2020	May 2020	June 2020	None	None
Tony	Spain	6378 Lyell St #48	 	Trossachs and Teith Ward	Stirling	FK21 8TJ	01847 224345	Tony.Spain@academic.ac.uk	11000732	Studying	Education & Childcare	Education	Early years education and childcare	2020	May 2020	June 2020	None	None
Gillian	Stallard	675 Falstaff St #170	 	Chapel-en-le-Frith	Derbyshire	SK23 0QG	01773 691786	Gillian.Stallard@academic.ac.uk	11009254	Studying	Education & Childcare	Education	Assisting teaching	2020	May 2020	June 2020	None	None
Simon	Stevens	87 Pelops St	 	Kings Norton Ward	West Midlands	B38 8PL	01387 155607	Simon.Stevens@academic.ac.uk	11005738	Studying	Education & Childcare	Education	Supporting and mentoring students in further and higher education	2020	May 2020	June 2020	None	None
Paul	Stromberg	5 Eyes St	 	Mid and Upper Nithsdale Ward	Dumfries and Galloway	DG4 6LF	01924 556297	Paul.Stromberg@academic.ac.uk	10004552	Studying	Digital	Digital Production, Design and Development	Digital Production, Design and Development	2020	May 2020	June 2020	None	None
Yuk-Ki	Tang	2427 Olney St #7	 	Amersham	Buckinghamshire	HP6 6JH	01320 402522	Yuk-Ki.Tang@academic.ac.uk	10004576	Studying	Construction	Design, Surveying and Planning	Surveying and design for construction and the built environment	2020	May 2020	June 2020	None	None
Denise	Taylor	805 Westbank Rd	 	North Heywood Ward	Greater Manchester	OL10 2DU	01270 562265	Denise.Taylor@academic.ac.uk	11003827	Studying	Construction	Design, Surveying and Planning	Civil engineering	2020	May 2020	June 2020	None	None
Fiona	Thomson	36 Cranmer St #4697	 	Little Hereford	Shropshire	SY8 4LE	01984 926059	Fiona.Thomson@academic.ac.uk	11005483	Studying	Construction	Design, Surveying and Planning	Building services design	2020	May 2020	June 2020	None	None
Patrick	Thurgood	2 Kirkdale Rd	 	Canning Town North Ward	Greater London	E16 4NF	01897 419567	Patrick.Thurgood@academic.ac.uk	11005398	Studying	Construction	Design, Surveying and Planning	Hazardous materials analysis and surveying.	2020	May 2020	June 2020	None	None
Stephen	Tighe	4687 Atherton St	 	Springfield Ward	West Midlands	B11 4HB	01257 354396	Stephen.Tighe@academic.ac.uk	10005072	Studying	Education & Childcare	Education	Early years education and childcare	2020	May 2020	June 2020	None	None
Paul	Treherne	513 Bailey St	 	Bontnewydd Community	Gwynedd	LL54 7UP	01770 697837	Paul.Treherne@academic.ac.uk	10005206	Studying	Education & Childcare	Education	Assisting teaching	2020	May 2020	June 2020	None	None
Elizabeth	Tyler	620 Old Leeds St	 	Sheviock	Cornwall	PL11 3DF	01284 871485	Elizabeth.Tyler@academic.ac.uk	10005575	Studying	Education & Childcare	Education	Supporting and mentoring students in further and higher education	2020	May 2020	June 2020	None	None
Heinz	Vogel	5149 Maria Rd	 	Peterlee	County Durham	SR8 5RL	01218 415062	Heinz.Vogel@academic.ac.uk	11009090	Studying	Digital	Digital Production, Design and Development	Digital Production, Design and Development	2020	May 2020	June 2020	None	None
Samuel	Wales	8 Taylor St	 	Shrub End Ward	Essex	CO2 9LW	01507 519053	Samuel.Wales@academic.ac.uk	10005669	Studying	Construction	Design, Surveying and Planning	Surveying and design for construction and the built environment	2020	May 2020	June 2020	None	None
Christopher	Walls	588 Venmore St	 	Twickenham Riverside Ward	Greater London	TW1 2QH	01794 317624	Christopher.Walls@academic.ac.uk	10005687	Studying	Construction	Design, Surveying and Planning	Civil engineering	2020	May 2020	June 2020	None	None
Martin	Walsh	1 Newby St	 	Coleshill	Warwickshire	B46 3LZ	01291 565542	Martin.Walsh@academic.ac.uk	10005810	Studying	Construction	Design, Surveying and Planning	Building services design	2020	May 2020	June 2020	None	None
Margaret	Warburton	5588 Lake St #903	 	Crystal Palace Ward	Greater London	SE19 2TJ	01404 343160	Margaret.Warburton@academic.ac.uk	10036413	Studying	Construction	Design, Surveying and Planning	Hazardous materials analysis and surveying.	2020	May 2020	June 2020	None	None
David	Watt	9112 Hardwick St	 	Bowes	County Durham	DL12 9JB	01651 232745	David.Watt@academic.ac.uk	10006378	Studying	Education & Childcare	Education	Early years education and childcare	2020	May 2020	June 2020	None	None
Andrew	Webster	2395 Gloucester Pl	 	Halliwell Ward	Greater Manchester	BL1 6DS	01368 497445	Andrew.Webster@academic.ac.uk	10006398	Studying	Education & Childcare	Education	Assisting teaching	2020	May 2020	June 2020	None	None
Matthew	Welford	341 Birchfield St	 	Wareham St. Martin	Dorset	BH16 6JJ	01341 997268	Matthew.Welford@academic.ac.uk	10001550	Studying	Education & Childcare	Education	Supporting and mentoring students in further and higher education	2020	May 2020	June 2020	None	None
Emma	White	9854 Ranelagh Place	 	Finedon	Northamptonshire	NN9 5EN	01469 888112	Emma.White@academic.ac.uk	11001237	Studying	Digital	Digital Production, Design and Development	Digital Production, Design and Development	2020	May 2020	June 2020	None	None
Sarah	White	8 Nova Scotia	 	Caerphilly Community	Caerphilly	CF83 3AF	01816 462521	Sarah.White@academic.ac.uk	11000236	Studying	Construction	Design, Surveying and Planning	Surveying and design for construction and the built environment	2020	May 2020	June 2020	None	None
Mark	Williams	72 Lime Place	 	Old Newton with Dagworth	Suffolk	IP14 4HG	01300 650262	Mark.Williams@academic.ac.uk	10007063	Studying	Construction	Design, Surveying and Planning	Civil engineering	2020	May 2020	June 2020	None	None
Vip	Williams	907 Denman St	 	Crowle and Ealand	North Lincolnshire	DN17 4EN	01998 694754	Vip.Williams@academic.ac.uk	10000712	Studying	Construction	Design, Surveying and Planning	Building services design	2020	May 2020	June 2020	None	None
Janet	Wilson	5 Garfield St #9	 	Milton Regis Ward	Kent	ME10 2EJ	01404 425588	Janet.Wilson@academic.ac.uk	11004378	Studying	Construction	Design, Surveying and Planning	Hazardous materials analysis and surveying.	2020	May 2020	June 2020	None	None
Christopher	Wood	345 Feltwell Rd	 	St. Michaels and Wicksteed War	Northamptonshire	NN15 6BB	01691 316298	Christopher.Wood@academic.ac.uk	10007315	Studying	Education & Childcare	Education	Early years education and childcare	2020	May 2020	June 2020	None	None
Linda	Worrall	1 Towson St	 	Howe of Fife and Tay Coast War	Fife	KY14 6AH	01753 900033	Linda.Worrall@academic.ac.uk	11002387	Studying	Education & Childcare	Education	Assisting teaching	2020	May 2020	June 2020	None	None
Kenneth	Wylie	4 Candia St #6	 	Shipston on Stour	Warwickshire	CV36 4HE	01311 723137	Kenneth.Wylie@academic.ac.uk	10007459	Studying	Education & Childcare	Education	Supporting and mentoring students in further and higher education	2020	May 2020	June 2020	None	None
Ibrahim	Yusuf	2 Cherry Lane	 	Strood South Ward	Kent	ME2 2NJ	01793 443665	Ibrahim.Yusuf@academic.ac.uk	10007709	Studying	Digital	Digital Production, Design and Development	Digital Production, Design and Development	2020	May 2020	June 2020	None	None
